74.0 1.75644268357e+47 2.22754087582e+44 0.588722575966 237.261496555 1.22495149821 
75.0 1.3085277099e+47 1.79140723122e+44 0.655912029015 160.545667238 1.22774895478 
76.0 9.7034637732e+46 1.45760087485e+44 0.631932411694 171.639753701 1.23140388099 
77.0 7.26199006157e+46 1.21199418714e+44 0.721806644323 77.6503823595 1.2366637384 
78.0 5.63611438097e+46 1.0162270037e+44 0.733429923224 69.1498255799 1.24158389003 
79.0 4.38042215928e+46 8.77904952195e+43 0.707509933004 68.6273270234 1.24744138493 
80.0 3.59950390697e+46 7.79505209278e+43 0.703851779975 65.9891806386 1.25190827837 
81.0 2.91552631139e+46 6.8078218933e+43 0.70491972172 61.9822182242 1.25428409561 
82.0 2.51799746889e+46 6.1810787874e+43 0.710465494801 59.1160278175 1.25567701591 
83.0 2.19382369569e+46 5.64122337736e+43 0.708654832791 58.0104229155 1.25549082177 
84.0 2.06454610551e+46 5.57810205073e+43 0.674551927671 59.8136222301 1.25671356314 
85.0 1.93664492624e+46 5.81593084126e+43 0.678274528264 59.6152825634 1.25590156769 
86.0 1.7201130885e+46 5.30858774905e+43 0.693989773417 55.719503578 1.25243320315 
87.0 1.50317175787e+46 4.87238434948e+43 0.854963455356 47.0406257718 1.24645081249 
88.0 1.25034945505e+46 3.68420617652e+43 0.803495455043 47.8363905841 1.23537211678 
89.0 1.18398533276e+46 3.16155342894e+43 0.800718933222 48.1730764137 1.23614705446 
90.0 1.19199053267e+46 3.21822137901e+43 0.801355844404 48.9929225363 1.23546144208 
